Freq.	V(n003)
1.03276140576134e+01	(-4.58625568689326e-02dB,-5.94207832309688e+00°)
1.03514216667929e+01	(-4.60731301024149e-02dB,-5.95568081322499e+00°)
1.03752841581796e+01	(-4.62846650196866e-02dB,-5.96931400455101e+00°)
1.03992016582900e+01	(-4.64971659655956e-02dB,-5.98297796336718e+00°)
1.04231742939325e+01	(-4.67106373041755e-02dB,-5.99667275608823e+00°)
1.04472021922074e+01	(-4.69250834187407e-02dB,-6.01039844925145e+00°)
1.04712854805084e+01	(-4.71405087119702e-02dB,-6.02415510951680e+00°)
1.04954242865226e+01	(-4.73569176059866e-02dB,-6.03794280366694e+00°)
1.05196187382317e+01	(-4.75743145424257e-02dB,-6.05176159860739e+00°)
1.05438689639120e+01	(-4.77927039825341e-02dB,-6.06561156136648e+00°)
1.05681750921360e+01	(-4.80120904072481e-02dB,-6.07949275909557e+00°)
1.05925372517723e+01	(-4.82324783172770e-02dB,-6.09340525906900e+00°)
1.06169555719867e+01	(-4.84538722331779e-02dB,-6.10734912868423e+00°)
1.06414301822426e+01	(-4.86762766954464e-02dB,-6.12132443546190e+00°)
1.06659612123020e+01	(-4.88996962646060e-02dB,-6.13533124704590e+00°)
1.06905487922260e+01	(-4.91241355212720e-02dB,-6.14936963120341e+00°)
1.07151930523755e+01	(-4.93495990662566e-02dB,-6.16343965582502e+00°)
1.07398941234119e+01	(-4.95760915206494e-02dB,-6.17754138892475e+00°)
1.07646521362978e+01	(-4.98036175258884e-02dB,-6.19167489864013e+00°)
1.07894672222977e+01	(-5.00321817438614e-02dB,-6.20584025323227e+00°)
1.08143395129788e+01	(-5.02617888569858e-02dB,-6.22003752108595e+00°)
1.08392691402114e+01	(-5.04924435682955e-02dB,-6.23426677070959e+00°)
1.08642562361700e+01	(-5.07241506015168e-02dB,-6.24852807073542e+00°)
1.08893009333337e+01	(-5.09569147011713e-02dB,-6.26282148991948e+00°)
1.09144033644870e+01	(-5.11907406326510e-02dB,-6.27714709714166e+00°)
1.09395636627203e+01	(-5.14256331823200e-02dB,-6.29150496140582e+00°)
1.09647819614312e+01	(-5.16615971575765e-02dB,-6.30589515183979e+00°)
1.09900583943246e+01	(-5.18986373869623e-02dB,-6.32031773769543e+00°)
1.10153930954135e+01	(-5.21367587202435e-02dB,-6.33477278834871e+00°)
1.10407861990201e+01	(-5.23759660285034e-02dB,-6.34926037329973e+00°)
1.10662378397760e+01	(-5.26162642042208e-02dB,-6.36378056217279e+00°)
1.10917481526234e+01	(-5.28576581613666e-02dB,-6.37833342471644e+00°)
1.11173172728153e+01	(-5.31001528354999e-02dB,-6.39291903080349e+00°)
1.11429453359167e+01	(-5.33437531838350e-02dB,-6.40753745043111e+00°)
1.11686324778050e+01	(-5.35884641853602e-02dB,-6.42218875372082e+00°)
1.11943788346709e+01	(-5.38342908409133e-02dB,-6.43687301091858e+00°)
1.12201845430190e+01	(-5.40812381732627e-02dB,-6.45159029239480e+00°)
1.12460497396686e+01	(-5.43293112272129e-02dB,-6.46634066864437e+00°)
1.12719745617545e+01	(-5.45785150697035e-02dB,-6.48112421028674e+00°)
1.12979591467273e+01	(-5.48288547898739e-02dB,-6.49594098806591e+00°)
1.13240036323549e+01	(-5.50803354991722e-02dB,-6.51079107285050e+00°)
1.13501081567225e+01	(-5.53329623314609e-02dB,-6.52567453563375e+00°)
1.13762728582337e+01	(-5.55867404430765e-02dB,-6.54059144753360e+00°)
1.14024978756110e+01	(-5.58416750129549e-02dB,-6.55554187979265e+00°)
1.14287833478971e+01	(-5.60977712426969e-02dB,-6.57052590377827e+00°)
1.14551294144547e+01	(-5.63550343566858e-02dB,-6.58554359098255e+00°)
1.14815362149682e+01	(-5.66134696021628e-02dB,-6.60059501302238e+00°)
1.15080038894437e+01	(-5.68730822493415e-02dB,-6.61568024163943e+00°)
1.15345325782103e+01	(-5.71338775914761e-02dB,-6.63079934870024e+00°)
1.15611224219203e+01	(-5.73958609449819e-02dB,-6.64595240619615e+00°)
1.15877735615506e+01	(-5.76590376495177e-02dB,-6.66113948624338e+00°)
1.16144861384028e+01	(-5.79234130680761e-02dB,-6.67636066108304e+00°)
1.16412602941042e+01	(-5.81889925870972e-02dB,-6.69161600308114e+00°)
1.16680961706090e+01	(-5.84557816165435e-02dB,-6.70690558472857e+00°)
1.16949939101980e+01	(-5.87237855900216e-02dB,-6.72222947864117e+00°)
1.17219536554806e+01	(-5.89930099648468e-02dB,-6.73758775755972e+00°)
1.17489755493946e+01	(-5.92634602221784e-02dB,-6.75298049434991e+00°)
1.17760597352074e+01	(-5.95351418670855e-02dB,-6.76840776200240e+00°)
1.18032063565166e+01	(-5.98080604286611e-02dB,-6.78386963363279e+00°)
1.18304155572510e+01	(-6.00822214601183e-02dB,-6.79936618248165e+00°)
1.18576874816709e+01	(-6.03576305388814e-02dB,-6.81489748191449e+00°)
1.18850222743695e+01	(-6.06342932667023e-02dB,-6.83046360542180e+00°)
1.19124200802731e+01	(-6.09122152697435e-02dB,-6.84606462661899e+00°)
1.19398810446420e+01	(-6.11914021986779e-02dB,-6.86170061924645e+00°)
1.19674053130717e+01	(-6.14718597288024e-02dB,-6.87737165716950e+00°)
1.19949930314931e+01	(-6.17535935601282e-02dB,-6.89307781437841e+00°)
1.20226443461734e+01	(-6.20366094174745e-02dB,-6.90881916498835e+00°)
1.20503594037173e+01	(-6.23209130505999e-02dB,-6.92459578323943e+00°)
1.20781383510671e+01	(-6.26065102342646e-02dB,-6.94040774349665e+00°)
1.21059813355041e+01	(-6.28934067683521e-02dB,-6.95625512024990e+00°)
1.21338885046491e+01	(-6.31816084779830e-02dB,-6.97213798811393e+00°)
1.21618600064630e+01	(-6.34711212135924e-02dB,-6.98805642182834e+00°)
1.21898959892480e+01	(-6.37619508510431e-02dB,-7.00401049625758e+00°)
1.22179966016480e+01	(-6.40541032917473e-02dB,-7.02000028639088e+00°)
1.22461619926498e+01	(-6.43475844627340e-02dB,-7.03602586734225e+00°)
1.22743923115834e+01	(-6.46424003167849e-02dB,-7.05208731435046e+00°)
1.23026877081231e+01	(-6.49385568325211e-02dB,-7.06818470277900e+00°)
1.23310483322884e+01	(-6.52360600145189e-02dB,-7.08431810811604e+00°)
1.23594743344444e+01	(-6.55349158934066e-02dB,-7.10048760597443e+00°)
1.23879658653030e+01	(-6.58351305259659e-02dB,-7.11669327209161e+00°)
1.24165230759234e+01	(-6.61367099952553e-02dB,-7.13293518232963e+00°)
1.24451461177131e+01	(-6.64396604107009e-02dB,-7.14921341267507e+00°)
1.24738351424287e+01	(-6.67439879082034e-02dB,-7.16552803923902e+00°)
1.25025903021765e+01	(-6.70496986502499e-02dB,-7.18187913825702e+00°)
1.25314117494134e+01	(-6.73567988260220e-02dB,-7.19826678608901e+00°)
1.25602996369480e+01	(-6.76652946515095e-02dB,-7.21469105921932e+00°)
1.25892541179409e+01	(-6.79751923695937e-02dB,-7.23115203425657e+00°)
1.26182753459060e+01	(-6.82864982501803e-02dB,-7.24764978793364e+00°)
1.26473634747108e+01	(-6.85992185903035e-02dB,-7.26418439710762e+00°)
1.26765186585777e+01	(-6.89133597142285e-02dB,-7.28075593875974e+00°)
1.27057410520847e+01	(-6.92289279735532e-02dB,-7.29736448999532e+00°)
1.27350308101659e+01	(-6.95459297473519e-02dB,-7.31401012804371e+00°)
1.27643880881127e+01	(-6.98643714422375e-02dB,-7.33069293025819e+00°)
1.27938130415745e+01	(-7.01842594925097e-02dB,-7.34741297411597e+00°)
1.28233058265595e+01	(-7.05056003602516e-02dB,-7.36417033721807e+00°)
1.28528665994354e+01	(-7.08284005354385e-02dB,-7.38096509728924e+00°)
1.28824955169306e+01	(-7.11526665360441e-02dB,-7.39779733217795e+00°)
1.29121927361346e+01	(-7.14784049081858e-02dB,-7.41466711985622e+00°)
1.29419584144991e+01	(-7.18056222261897e-02dB,-7.43157453841964e+00°)
1.29717927098388e+01	(-7.21343250927309e-02dB,-7.44851966608722e+00°)
1.30016957803321e+01	(-7.24645201389423e-02dB,-7.46550258120133e+00°)
1.30316677845222e+01	(-7.27962140245356e-02dB,-7.48252336222762e+00°)
1.30617088813176e+01	(-7.31294134378882e-02dB,-7.49958208775491e+00°)
1.30918192299933e+01	(-7.34641250961920e-02dB,-7.51667883649513e+00°)
1.31219989901912e+01	(-7.38003557455380e-02dB,-7.53381368728319e+00°)
1.31522483219216e+01	(-7.41381121610573e-02dB,-7.55098671907692e+00°)
1.31825673855633e+01	(-7.44774011470116e-02dB,-7.56819801095695e+00°)
1.32129563418650e+01	(-7.48182295369290e-02dB,-7.58544764212660e+00°)
1.32434153519459e+01	(-7.51606041937116e-02dB,-7.60273569191181e+00°)
1.32739445772966e+01	(-7.55045320097328e-02dB,-7.62006223976101e+00°)
1.33045441797801e+01	(-7.58500199070115e-02dB,-7.63742736524499e+00°)
1.33352143216324e+01	(-7.61970748372497e-02dB,-7.65483114805684e+00°)
1.33659551654636e+01	(-7.65457037820126e-02dB,-7.67227366801179e+00°)
1.33967668742585e+01	(-7.68959137528216e-02dB,-7.68975500504712e+00°)
1.34276496113778e+01	(-7.72477117912724e-02dB,-7.70727523922202e+00°)
1.34586035405587e+01	(-7.76011049691514e-02dB,-7.72483445071749e+00°)
1.34896288259157e+01	(-7.79561003885762e-02dB,-7.74243271983619e+00°)
1.35207256319420e+01	(-7.83127051820812e-02dB,-7.76007012700233e+00°)
1.35518941235095e+01	(-7.86709265127578e-02dB,-7.77774675276154e+00°)
1.35831344658707e+01	(-7.90307715743778e-02dB,-7.79546267778070e+00°)
1.36144468246587e+01	(-7.93922475915020e-02dB,-7.81321798284787e+00°)
1.36458313658884e+01	(-7.97553618195991e-02dB,-7.83101274887209e+00°)
1.36772882559577e+01	(-8.01201215451930e-02dB,-7.84884705688325e+00°)
1.37088176616477e+01	(-8.04865340859433e-02dB,-7.86672098803199e+00°)
1.37404197501243e+01	(-8.08546067908021e-02dB,-7.88463462358949e+00°)
1.37720946889386e+01	(-8.12243470401071e-02dB,-7.90258804494734e+00°)
1.38038426460280e+01	(-8.15957622457432e-02dB,-7.92058133361740e+00°)
1.38356637897170e+01	(-8.19688598512236e-02dB,-7.93861457123165e+00°)
1.38675582887180e+01	(-8.23436473318342e-02dB,-7.95668783954198e+00°)
1.38995263121327e+01	(-8.27201321947608e-02dB,-7.97480122042008e+00°)
1.39315680294522e+01	(-8.30983219792065e-02dB,-7.99295479585726e+00°)
1.39636836105585e+01	(-8.34782242565112e-02dB,-8.01114864796426e+00°)
1.39958732257253e+01	(-8.38598466302858e-02dB,-8.02938285897109e+00°)
1.40281370456187e+01	(-8.42431967365295e-02dB,-8.04765751122686e+00°)
1.40604752412983e+01	(-8.46282822437613e-02dB,-8.06597268719961e+00°)
1.40928879842179e+01	(-8.50151108531578e-02dB,-8.08432846947610e+00°)
1.41253754462267e+01	(-8.54036902986378e-02dB,-8.10272494076164e+00°)
1.41579377995699e+01	(-8.57940283470454e-02dB,-8.12116218387992e+00°)
1.41905752168901e+01	(-8.61861327982226e-02dB,-8.13964028177276e+00°)
1.42232878712273e+01	(-8.65800114851856e-02dB,-8.15815931750000e+00°)
1.42560759360210e+01	(-8.69756722742174e-02dB,-8.17671937423924e+00°)
1.42889395851102e+01	(-8.73731230650146e-02dB,-8.19532053528564e+00°)
1.43218789927346e+01	(-8.77723717907995e-02dB,-8.21396288405176e+00°)
1.43548943335357e+01	(-8.81734264184673e-02dB,-8.23264650406729e+00°)
1.43879857825576e+01	(-8.85762949487136e-02dB,-8.25137147897891e+00°)
1.44211535152478e+01	(-8.89809854161429e-02dB,-8.27013789255000e+00°)
1.44543977074584e+01	(-8.93875058894222e-02dB,-8.28894582866047e+00°)
1.44877185354467e+01	(-8.97958644714037e-02dB,-8.30779537130655e+00°)
1.45211161758765e+01	(-9.02060692992510e-02dB,-8.32668660460050e+00°)
1.45545908058188e+01	(-9.06181285445791e-02dB,-8.34561961277046e+00°)
1.45881426027526e+01	(-9.10320504135734e-02dB,-8.36459448016015e+00°)
1.46217717445663e+01	(-9.14478431471327e-02dB,-8.38361129122868e+00°)
1.46554784095582e+01	(-9.18655150210055e-02dB,-8.40267013055031e+00°)
1.46892627764378e+01	(-9.22850743458972e-02dB,-8.42177108281416e+00°)
1.47231250243263e+01	(-9.27065294676360e-02dB,-8.44091423282402e+00°)
1.47570653327580e+01	(-9.31298887672879e-02dB,-8.46009966549807e+00°)
1.47910838816812e+01	(-9.35551606612855e-02dB,-8.47932746586863e+00°)
1.48251808514586e+01	(-9.39823536015851e-02dB,-8.49859771908190e+00°)
1.48593564228691e+01	(-9.44114760757715e-02dB,-8.51791051039772e+00°)
1.48936107771082e+01	(-9.48425366072170e-02dB,-8.53726592518927e+00°)
1.49279440957890e+01	(-9.52755437552037e-02dB,-8.55666404894283e+00°)
1.49623565609434e+01	(-9.57105061150667e-02dB,-8.57610496725749e+00°)
1.49968483550228e+01	(-9.61474323183188e-02dB,-8.59558876584490e+00°)
1.50314196608993e+01	(-9.65863310327968e-02dB,-8.61511553052895e+00°)
1.50660706618665e+01	(-9.70272109628067e-02dB,-8.63468534724552e+00°)
1.51008015416405e+01	(-9.74700808492282e-02dB,-8.65429830204218e+00°)
1.51356124843611e+01	(-9.79149494696906e-02dB,-8.67395448107788e+00°)
1.51705036745924e+01	(-9.83618256386898e-02dB,-8.69365397062270e+00°)
1.52054752973240e+01	(-9.88107182077242e-02dB,-8.71339685705750e+00°)
1.52405275379720e+01	(-9.92616360654497e-02dB,-8.73318322687367e+00°)
1.52756605823798e+01	(-9.97145881377937e-02dB,-8.75301316667274e+00°)
1.53108746168193e+01	(-1.00169583388127e-01dB,-8.77288676316618e+00°)
1.53461698279920e+01	(-1.00626630817367e-01dB,-8.79280410317497e+00°)
1.53815464030294e+01	(-1.01085739464148e-01dB,-8.81276527362938e+00°)
1.54170045294946e+01	(-1.01546918404947e-01dB,-8.83277036156857e+00°)
1.54525443953832e+01	(-1.02010176754219e-01dB,-8.85281945414031e+00°)
1.54881661891238e+01	(-1.02475523664553e-01dB,-8.87291263860062e+00°)
1.55238700995798e+01	(-1.02942968326809e-01dB,-8.89305000231344e+00°)
1.55596563160498e+01	(-1.03412519970253e-01dB,-8.91323163275032e+00°)
1.55955250282686e+01	(-1.03884187862699e-01dB,-8.93345761749003e+00°)
1.56314764264086e+01	(-1.04357981310667e-01dB,-8.95372804421821e+00°)
1.56675107010805e+01	(-1.04833909659494e-01dB,-8.97404300072708e+00°)
1.57036280433345e+01	(-1.05311982293526e-01dB,-8.99440257491500e+00°)
1.57398286446612e+01	(-1.05792208636207e-01dB,-9.01480685478617e+00°)
1.57761126969925e+01	(-1.06274598150265e-01dB,-9.03525592845023e+00°)
1.58124803927028e+01	(-1.06759160337834e-01dB,-9.05574988412190e+00°)
1.58489319246101e+01	(-1.07245904740604e-01dB,-9.07628881012060e+00°)
1.58854674859768e+01	(-1.07734840939979e-01dB,-9.09687279487009e+00°)
1.59220872705107e+01	(-1.08225978557190e-01dB,-9.11750192689804e+00°)
1.59587914723663e+01	(-1.08719327253472e-01dB,-9.13817629483571e+00°)
1.59955802861457e+01	(-1.09214896730207e-01dB,-9.15889598741747e+00°)
1.60324539068994e+01	(-1.09712696729046e-01dB,-9.17966109348048e+00°)
1.60694125301277e+01	(-1.10212737032074e-01dB,-9.20047170196426e+00°)
1.61064563517817e+01	(-1.10715027461977e-01dB,-9.22132790191027e+00°)
1.61435855682638e+01	(-1.11219577882137e-01dB,-9.24222978246149e+00°)
1.61808003764296e+01	(-1.11726398196829e-01dB,-9.26317743286205e+00°)
1.62181009735883e+01	(-1.12235498351345e-01dB,-9.28417094245678e+00°)
1.62554875575038e+01	(-1.12746888332148e-01dB,-9.30521040069074e+00°)
1.62929603263962e+01	(-1.13260578167019e-01dB,-9.32629589710888e+00°)
1.63305194789423e+01	(-1.13776577925212e-01dB,-9.34742752135554e+00°)
1.63681652142770e+01	(-1.14294897717589e-01dB,-9.36860536317401e+00°)
1.64058977319943e+01	(-1.14815547696795e-01dB,-9.38982951240613e+00°)
1.64437172321483e+01	(-1.15338538057376e-01dB,-9.41110005899179e+00°)
1.64816239152540e+01	(-1.15863879035961e-01dB,-9.43241709296850e+00°)
1.65196179822891e+01	(-1.16391580911382e-01dB,-9.45378070447093e+00°)
1.65576996346942e+01	(-1.16921654004863e-01dB,-9.47519098373043e+00°)
1.65958690743745e+01	(-1.17454108680125e-01dB,-9.49664802107458e+00°)
1.66341265037006e+01	(-1.17988955343580e-01dB,-9.51815190692670e+00°)
1.66724721255095e+01	(-1.18526204444456e-01dB,-9.53970273180535e+00°)
1.67109061431060e+01	(-1.19065866474968e-01dB,-9.56130058632392e+00°)
1.67494287602633e+01	(-1.19607951970446e-01dB,-9.58294556119004e+00°)
1.67880401812245e+01	(-1.20152471509525e-01dB,-9.60463774720515e+00°)
1.68267406107036e+01	(-1.20699435714256e-01dB,-9.62637723526399e+00°)
1.68655302538863e+01	(-1.21248855250292e-01dB,-9.64816411635407e+00°)
1.69044093164315e+01	(-1.21800740827026e-01dB,-9.66999848155517e+00°)
1.69433780044722e+01	(-1.22355103197752e-01dB,-9.69188042203884e+00°)
1.69824365246163e+01	(-1.22911953159824e-01dB,-9.71381002906785e+00°)
1.70215850839484e+01	(-1.23471301554788e-01dB,-9.73578739399570e+00°)
1.70608238900301e+01	(-1.24033159268572e-01dB,-9.75781260826603e+00°)
1.71001531509018e+01	(-1.24597537231611e-01dB,-9.77988576341213e+00°)
1.71395730750831e+01	(-1.25164446419023e-01dB,-9.80200695105640e+00°)
1.71790838715748e+01	(-1.25733897850748e-01dB,-9.82417626290976e+00°)
1.72186857498589e+01	(-1.26305902591719e-01dB,-9.84639379077110e+00°)
1.72583789199009e+01	(-1.26880471752022e-01dB,-9.86865962652679e+00°)
1.72981635921499e+01	(-1.27457616487026e-01dB,-9.89097386215002e+00°)
1.73380399775402e+01	(-1.28037347997580e-01dB,-9.91333658970027e+00°)
1.73780082874926e+01	(-1.28619677530132e-01dB,-9.93574790132274e+00°)
1.74180687339150e+01	(-1.29204616376915e-01dB,-9.95820788924778e+00°)
1.74582215292039e+01	(-1.29792175876093e-01dB,-9.98071664579023e+00°)
1.74984668862454e+01	(-1.30382367411919e-01dB,-1.00032742633489e+01°)
1.75388050184165e+01	(-1.30975202414896e-01dB,-1.00258808344060e+01°)
1.75792361395858e+01	(-1.31570692361945e-01dB,-1.00485364515265e+01°)
1.76197604641151e+01	(-1.32168848776545e-01dB,-1.00712412073572e+01°)
1.76603782068605e+01	(-1.32769683228908e-01dB,-1.00939951946269e+01°)
1.77010895831730e+01	(-1.33373207336136e-01dB,-1.01167985061448e+01°)
1.77418948089005e+01	(-1.33979432762381e-01dB,-1.01396512348007e+01°)
1.77827941003880e+01	(-1.34588371218997e-01dB,-1.01625534735640e+01°)
1.78237876744797e+01	(-1.35200034464716e-01dB,-1.01855053154828e+01°)
1.78648757485193e+01	(-1.35814434305798e-01dB,-1.02085068536839e+01°)
1.79060585403518e+01	(-1.36431582596191e-01dB,-1.02315581813714e+01°)
1.79473362683241e+01	(-1.37051491237704e-01dB,-1.02546593918268e+01°)
1.79887091512867e+01	(-1.37674172180164e-01dB,-1.02778105784077e+01°)
1.80301774085945e+01	(-1.38299637421568e-01dB,-1.03010118345475e+01°)
1.80717412601081e+01	(-1.38927899008251e-01dB,-1.03242632537544e+01°)
1.81134009261948e+01	(-1.39558969035068e-01dB,-1.03475649296113e+01°)
1.81551566277301e+01	(-1.40192859645517e-01dB,-1.03709169557743e+01°)
1.81970085860986e+01	(-1.40829583031950e-01dB,-1.03943194259728e+01°)
1.82389570231952e+01	(-1.41469151435683e-01dB,-1.04177724340081e+01°)
1.82810021614262e+01	(-1.42111577147213e-01dB,-1.04412760737533e+01°)
1.83231442237109e+01	(-1.42756872506345e-01dB,-1.04648304391522e+01°)
1.83653834334822e+01	(-1.43405049902370e-01dB,-1.04884356242185e+01°)
1.84077200146883e+01	(-1.44056121774220e-01dB,-1.05120917230356e+01°)
1.84501541917935e+01	(-1.44710100610655e-01dB,-1.05357988297551e+01°)
1.84926861897795e+01	(-1.45366998950399e-01dB,-1.05595570385969e+01°)
1.85353162341469e+01	(-1.46026829382329e-01dB,-1.05833664438477e+01°)
1.85780445509157e+01	(-1.46689604545615e-01dB,-1.06072271398607e+01°)
1.86208713666274e+01	(-1.47355337129922e-01dB,-1.06311392210546e+01°)
1.86637969083454e+01	(-1.48024039875529e-01dB,-1.06551027819131e+01°)
1.87068214036567e+01	(-1.48695725573540e-01dB,-1.06791179169839e+01°)
1.87499450806729e+01	(-1.49370407066019e-01dB,-1.07031847208779e+01°)
1.87931681680314e+01	(-1.50048097246173e-01dB,-1.07273032882685e+01°)
1.88364908948967e+01	(-1.50728809058509e-01dB,-1.07514737138909e+01°)
1.88799134909617e+01	(-1.51412555499002e-01dB,-1.07756960925411e+01°)
1.89234361864485e+01	(-1.52099349615271e-01dB,-1.07999705190752e+01°)
1.89670592121102e+01	(-1.52789204506737e-01dB,-1.08242970884086e+01°)
1.90107827992317e+01	(-1.53482133324786e-01dB,-1.08486758955149e+01°)
1.90546071796312e+01	(-1.54178149272955e-01dB,-1.08731070354257e+01°)
1.90985325856611e+01	(-1.54877265607076e-01dB,-1.08975906032292e+01°)
1.91425592502096e+01	(-1.55579495635465e-01dB,-1.09221266940693e+01°)
1.91866874067016e+01	(-1.56284852719074e-01dB,-1.09467154031453e+01°)
1.92309172891003e+01	(-1.56993350271669e-01dB,-1.09713568257106e+01°)
1.92752491319080e+01	(-1.57705001759993e-01dB,-1.09960510570718e+01°)
1.93196831701679e+01	(-1.58419820703946e-01dB,-1.10207981925883e+01°)
1.93642196394647e+01	(-1.59137820676728e-01dB,-1.10455983276707e+01°)
1.94088587759265e+01	(-1.59859015305031e-01dB,-1.10704515577806e+01°)
1.94536008162253e+01	(-1.60583418269211e-01dB,-1.10953579784292e+01°)
1.94984459975791e+01	(-1.61311043303436e-01dB,-1.11203176851769e+01°)
1.95433945577526e+01	(-1.62041904195866e-01dB,-1.11453307736317e+01°)
1.95884467350586e+01	(-1.62776014788829e-01dB,-1.11703973394489e+01°)
1.96336027683591e+01	(-1.63513388978987e-01dB,-1.11955174783301e+01°)
1.96788628970671e+01	(-1.64254040717492e-01dB,-1.12206912860218e+01°)
1.97242273611472e+01	(-1.64997984010177e-01dB,-1.12459188583149e+01°)
1.97696964011172e+01	(-1.65745232917711e-01dB,-1.12712002910437e+01°)
1.98152702580496e+01	(-1.66495801555775e-01dB,-1.12965356800849e+01°)
1.98609491735723e+01	(-1.67249704095235e-01dB,-1.13219251213564e+01°)
1.99067333898705e+01	(-1.68006954762300e-01dB,-1.13473687108168e+01°)
1.99526231496874e+01	(-1.68767567838717e-01dB,-1.13728665444640e+01°)
1.99986186963261e+01	(-1.69531557661904e-01dB,-1.13984187183343e+01°)
2.00447202736502e+01	(-1.70298938625159e-01dB,-1.14240253285018e+01°)
2.00909281260859e+01	(-1.71069725177807e-01dB,-1.14496864710766e+01°)
2.01372424986225e+01	(-1.71843931825374e-01dB,-1.14754022422047e+01°)
2.01836636368142e+01	(-1.72621573129771e-01dB,-1.15011727380664e+01°)
2.02301917867813e+01	(-1.73402663709450e-01dB,-1.15269980548753e+01°)
2.02768271952114e+01	(-1.74187218239579e-01dB,-1.15528782888776e+01°)
2.03235701093608e+01	(-1.74975251452219e-01dB,-1.15788135363506e+01°)
2.03704207770558e+01	(-1.75766778136486e-01dB,-1.16048038936022e+01°)
2.04173794466939e+01	(-1.76561813138721e-01dB,-1.16308494569691e+01°)
2.04644463672453e+01	(-1.77360371362690e-01dB,-1.16569503228167e+01°)
2.05116217882542e+01	(-1.78162467769709e-01dB,-1.16831065875371e+01°)
2.05589059598400e+01	(-1.78968117378844e-01dB,-1.17093183475486e+01°)
2.06062991326986e+01	(-1.79777335267088e-01dB,-1.17355856992944e+01°)
2.06538015581038e+01	(-1.80590136569508e-01dB,-1.17619087392413e+01°)
2.07014134879090e+01	(-1.81406536479440e-01dB,-1.17882875638792e+01°)
2.07491351745476e+01	(-1.82226550248645e-01dB,-1.18147222697192e+01°)
2.07969668710355e+01	(-1.83050193187491e-01dB,-1.18412129532933e+01°)
2.08449088309714e+01	(-1.83877480665116e-01dB,-1.18677597111524e+01°)
2.08929613085389e+01	(-1.84708428109601e-01dB,-1.18943626398659e+01°)
2.09411245585075e+01	(-1.85543051008151e-01dB,-1.19210218360202e+01°)
2.09893988362338e+01	(-1.86381364907252e-01dB,-1.19477373962174e+01°)
2.10377843976633e+01	(-1.87223385412857e-01dB,-1.19745094170746e+01°)
2.10862814993314e+01	(-1.88069128190541e-01dB,-1.20013379952222e+01°)
2.11348903983650e+01	(-1.88918608965695e-01dB,-1.20282232273031e+01°)
2.11836113524835e+01	(-1.89771843523668e-01dB,-1.20551652099713e+01°)
2.12324446200007e+01	(-1.90628847709965e-01dB,-1.20821640398908e+01°)
2.12813904598256e+01	(-1.91489637430414e-01dB,-1.21092198137343e+01°)
2.13304491314643e+01	(-1.92354228651314e-01dB,-1.21363326281822e+01°)
2.13796208950208e+01	(-1.93222637399639e-01dB,-1.21635025799210e+01°)
2.14289060111991e+01	(-1.94094879763185e-01dB,-1.21907297656423e+01°)
2.14783047413038e+01	(-1.94970971890758e-01dB,-1.22180142820416e+01°)
2.15278173472422e+01	(-1.95850929992328e-01dB,-1.22453562258170e+01°)
2.15774440915251e+01	(-1.96734770339215e-01dB,-1.22727556936677e+01°)
2.16271852372687e+01	(-1.97622509264254e-01dB,-1.23002127822931e+01°)
2.16770410481954e+01	(-1.98514163161967e-01dB,-1.23277275883913e+01°)
2.17270117886359e+01	(-1.99409748488729e-01dB,-1.23553002086579e+01°)
2.17770977235300e+01	(-2.00309281762943e-01dB,-1.23829307397845e+01°)
2.18272991184285e+01	(-2.01212779565208e-01dB,-1.24106192784576e+01°)
2.18776162394940e+01	(-2.02120258538501e-01dB,-1.24383659213574e+01°)
2.19280493535029e+01	(-2.03031735388331e-01dB,-1.24661707651560e+01°)
2.19785987278467e+01	(-2.03947226882912e-01dB,-1.24940339065165e+01°)
2.20292646305330e+01	(-2.04866749853347e-01dB,-1.25219554420915e+01°)
2.20800473301874e+01	(-2.05790321193777e-01dB,-1.25499354685218e+01°)
2.21309470960548e+01	(-2.06717957861562e-01dB,-1.25779740824349e+01°)
2.21819641980006e+01	(-2.07649676877466e-01dB,-1.26060713804437e+01°)
2.22330989065124e+01	(-2.08585495325791e-01dB,-1.26342274591452e+01°)
2.22843514927014e+01	(-2.09525430354573e-01dB,-1.26624424151189e+01°)
2.23357222283037e+01	(-2.10469499175750e-01dB,-1.26907163449256e+01°)
2.23872113856818e+01	(-2.11417719065314e-01dB,-1.27190493451058e+01°)
2.24388192378261e+01	(-2.12370107363499e-01dB,-1.27474415121787e+01°)
2.24905460583562e+01	(-2.13326681474937e-01dB,-1.27758929426400e+01°)
2.25423921215227e+01	(-2.14287458868829e-01dB,-1.28044037329613e+01°)
2.25943577022082e+01	(-2.15252457079125e-01dB,-1.28329739795880e+01°)
2.26464430759290e+01	(-2.16221693704659e-01dB,-1.28616037789381e+01°)
2.26986485188366e+01	(-2.17195186409358e-01dB,-1.28902932274010e+01°)
2.27509743077191e+01	(-2.18172952922385e-01dB,-1.29190424213352e+01°)
2.28034207200025e+01	(-2.19155011038310e-01dB,-1.29478514570680e+01°)
2.28559880337527e+01	(-2.20141378617279e-01dB,-1.29767204308927e+01°)
2.29086765276761e+01	(-2.21132073585175e-01dB,-1.30056494390682e+01°)
2.29614864811220e+01	(-2.22127113933793e-01dB,-1.30346385778168e+01°)
2.30144181740834e+01	(-2.23126517721002e-01dB,-1.30636879433229e+01°)
